date,product_id,category,daily_sales,anomaly_label,anomaly_score,ecod_flag,iforest_flag,lof_flag
2022-09-11,PROD-0024,Industrial,11.35,0,0.1548,0,0,0
2022-09-12,PROD-0024,Industrial,19.77,0,0.1297,0,0,0
2022-09-13,PROD-0024,Industrial,20.52,0,0.0893,0,0,0
2022-09-14,PROD-0024,Industrial,18.4,0,0.0877,0,0,0
2022-09-15,PROD-0024,Industrial,18.59,0,0.1087,0,0,0
2022-09-16,PROD-0024,Industrial,16.41,0,0.093,0,0,0
2022-09-17,PROD-0024,Industrial,19.25,0,0.1777,0,0,0
2022-09-18,PROD-0024,Industrial,20.3,0,0.2507,0,0,1
2022-09-19,PROD-0024,Industrial,18.02,0,0.1217,0,0,0
2022-09-20,PROD-0024,Industrial,25.97,0,0.1024,0,0,0
2022-09-21,PROD-0024,Industrial,14.14,0,0.077,0,0,0
2022-09-22,PROD-0024,Industrial,18.32,0,0.1217,0,0,0
2022-09-23,PROD-0024,Industrial,14.99,0,0.123,0,0,0
2022-09-24,PROD-0024,Industrial,20.4,0,0.1515,0,0,0
2022-09-25,PROD-0024,Industrial,14.11,0,0.165,0,0,0
2022-09-26,PROD-0024,Industrial,14.64,0,0.1551,0,0,0
2022-09-27,PROD-0024,Industrial,16.27,0,0.1758,0,0,0
2022-09-28,PROD-0024,Industrial,18.62,0,0.1538,0,0,0
2022-09-29,PROD-0024,Industrial,16.36,0,0.1094,0,0,0
2022-09-30,PROD-0024,Industrial,16.39,0,0.1526,0,0,0
2022-10-01,PROD-0024,Industrial,15.14,0,0.1847,0,0,0
2022-10-02,PROD-0024,Industrial,15.01,0,0.2179,0,0,0
2022-10-03,PROD-0024,Industrial,19.46,0,0.143,0,0,0
2022-10-04,PROD-0024,Industrial,17.25,0,0.1156,0,0,0
2022-10-05,PROD-0024,Industrial,14.83,0,0.0994,0,0,0
2022-10-06,PROD-0024,Industrial,21.33,0,0.0897,0,0,0
2022-10-07,PROD-0024,Industrial,16.77,0,0.0971,0,0,0
2022-10-08,PROD-0024,Industrial,13.47,0,0.1491,0,0,0
2022-10-09,PROD-0024,Industrial,16.19,0,0.1615,0,0,0
2022-10-10,PROD-0024,Industrial,16.88,0,0.1062,0,0,0
2022-10-11,PROD-0024,Industrial,14.05,0,0.1506,0,0,0
2022-10-12,PROD-0024,Industrial,13.31,0,0.0873,0,0,0
2022-10-13,PROD-0024,Industrial,15.79,0,0.0993,0,0,0
2022-10-14,PROD-0024,Industrial,14.77,0,0.1114,0,0,0
2022-10-15,PROD-0024,Industrial,19.46,0,0.1579,0,0,0
2022-10-16,PROD-0024,Industrial,17.43,0,0.1673,0,0,0
2022-10-17,PROD-0024,Industrial,14.17,0,0.1051,0,0,0
2022-10-18,PROD-0024,Industrial,16.63,0,0.0999,0,0,0
2022-10-19,PROD-0024,Industrial,18.86,0,0.0932,0,0,0
2022-10-20,PROD-0024,Industrial,12.66,0,0.0922,0,0,0
2022-10-21,PROD-0024,Industrial,13.38,0,0.1077,0,0,0
2022-10-22,PROD-0024,Industrial,15.58,0,0.1378,0,0,0
2022-10-23,PROD-0024,Industrial,15.69,0,0.1736,0,0,0
2022-10-24,PROD-0024,Industrial,15.49,0,0.1322,0,0,0
2022-10-25,PROD-0024,Industrial,14.9,0,0.1217,0,0,0
2022-10-26,PROD-0024,Industrial,14.87,0,0.1393,0,0,0
2022-10-27,PROD-0024,Industrial,16.54,0,0.1449,0,0,0
2022-10-28,PROD-0024,Industrial,18.51,0,0.1301,0,0,0
2022-10-29,PROD-0024,Industrial,14.53,0,0.171,0,0,0
2022-10-30,PROD-0024,Industrial,22.52,0,0.1601,0,0,0
2022-10-31,PROD-0024,Industrial,20.97,0,0.1176,0,0,0
2022-11-01,PROD-0024,Industrial,22.03,0,0.1058,0,0,0
2022-11-02,PROD-0024,Industrial,20.34,0,0.096,0,0,0
2022-11-03,PROD-0024,Industrial,25.66,0,0.0808,0,0,0
2022-11-04,PROD-0024,Industrial,18.62,0,0.0844,0,0,0
2022-11-05,PROD-0024,Industrial,17.56,0,0.1579,0,0,0
2022-11-06,PROD-0024,Industrial,18.78,0,0.1538,0,0,0
2022-11-07,PROD-0024,Industrial,17.85,0,0.118,0,0,0
2022-11-08,PROD-0024,Industrial,21.55,0,0.0836,0,0,0
2022-11-09,PROD-0024,Industrial,22.54,0,0.0748,0,0,0
2022-11-10,PROD-0024,Industrial,22.59,0,0.1118,0,0,0
2022-11-11,PROD-0024,Industrial,22.24,0,0.1086,0,0,0
2022-11-12,PROD-0024,Industrial,23.08,0,0.1604,0,0,0
2022-11-13,PROD-0024,Industrial,29.77,0,0.1524,0,0,0
2022-11-14,PROD-0024,Industrial,25.52,0,0.1073,0,0,0
2022-11-15,PROD-0024,Industrial,27.02,0,0.0912,0,0,0
2022-11-16,PROD-0024,Industrial,24.48,0,0.1031,0,0,0
2022-11-17,PROD-0024,Industrial,18.86,0,0.0776,0,0,0
2022-11-18,PROD-0024,Industrial,18.47,0,0.0738,0,0,0
2022-11-19,PROD-0024,Industrial,33.4,0,0.1626,0,0,0
2022-11-20,PROD-0024,Industrial,22.72,0,0.1763,0,0,0
2022-11-21,PROD-0024,Industrial,22.56,0,0.1234,0,0,0
2022-11-22,PROD-0024,Industrial,25.8,0,0.1043,0,0,0
2022-11-23,PROD-0024,Industrial,27.1,0,0.0984,0,0,0
2022-11-24,PROD-0024,Industrial,27.7,0,0.1114,0,0,0
2022-11-25,PROD-0024,Industrial,32.71,0,0.1327,0,0,0
2022-11-26,PROD-0024,Industrial,31.42,0,0.1741,0,0,0
2022-11-27,PROD-0024,Industrial,22.2,0,0.1728,0,0,0
2022-11-28,PROD-0024,Industrial,28.95,0,0.161,0,0,0
2022-11-29,PROD-0024,Industrial,23.58,0,0.1063,0,0,0
2022-11-30,PROD-0024,Industrial,24.38,0,0.0951,0,0,0
2022-12-01,PROD-0024,Industrial,21.03,0,0.1095,0,0,0
2022-12-02,PROD-0024,Industrial,19.12,0,0.1269,0,0,0
2022-12-03,PROD-0024,Industrial,24.36,0,0.1675,0,0,0
2022-12-04,PROD-0024,Industrial,21.05,0,0.1719,0,0,0
2022-12-05,PROD-0024,Industrial,27.68,0,0.1518,0,0,0
2022-12-06,PROD-0024,Industrial,22.87,0,0.1273,0,0,0
2022-12-07,PROD-0024,Industrial,24.72,0,0.1224,0,0,0
2022-12-08,PROD-0024,Industrial,28.63,0,0.1146,0,0,0
2022-12-09,PROD-0024,Industrial,18.43,0,0.1163,0,0,0
2022-12-10,PROD-0024,Industrial,20.37,0,0.1493,0,0,0
2022-12-11,PROD-0024,Industrial,22.99,0,0.1641,0,0,0
2022-12-12,PROD-0024,Industrial,23.07,0,0.116,0,0,0
2022-12-13,PROD-0024,Industrial,25.54,0,0.0977,0,0,0
2022-12-14,PROD-0024,Industrial,24.21,0,0.0902,0,0,0
2022-12-15,PROD-0024,Industrial,21.16,0,0.0929,0,0,0
2022-12-16,PROD-0024,Industrial,21.38,0,0.1203,0,0,0
2022-12-17,PROD-0024,Industrial,21.02,0,0.1694,0,0,0
2022-12-18,PROD-0024,Industrial,15.69,0,0.1577,0,0,0
2022-12-19,PROD-0024,Industrial,18.66,0,0.1237,0,0,0
2022-12-20,PROD-0024,Industrial,19.35,0,0.0936,0,0,0
2022-12-21,PROD-0024,Industrial,19.46,0,0.0914,0,0,0
2022-12-22,PROD-0024,Industrial,15.4,0,0.0905,0,0,0
2022-12-23,PROD-0024,Industrial,14.23,0,0.0957,0,0,0
2022-12-24,PROD-0024,Industrial,16.14,0,0.145,0,0,0
2022-12-25,PROD-0024,Industrial,21.8,0,0.1913,0,0,0
2022-12-26,PROD-0024,Industrial,13.92,0,0.1296,0,0,0
2022-12-27,PROD-0024,Industrial,18.18,0,0.1166,0,0,0
2022-12-28,PROD-0024,Industrial,18.71,0,0.1169,0,0,0
2022-12-29,PROD-0024,Industrial,14.36,0,0.126,0,0,0
2022-12-30,PROD-0024,Industrial,12.45,0,0.1465,0,0,0
2022-12-31,PROD-0024,Industrial,14.37,0,0.1856,0,0,0
2023-01-01,PROD-0024,Industrial,16.22,0,0.2026,0,0,0
2023-01-02,PROD-0024,Industrial,13.85,0,0.1632,0,0,0
2023-01-03,PROD-0024,Industrial,14.27,0,0.1351,0,0,0
2023-01-04,PROD-0024,Industrial,16.87,0,0.1588,0,0,0
2023-01-05,PROD-0024,Industrial,18.13,0,0.1449,0,0,0
2023-01-06,PROD-0024,Industrial,15.02,0,0.175,0,0,0
2023-01-07,PROD-0024,Industrial,15.6,0,0.2408,0,0,0
2023-01-08,PROD-0024,Industrial,17.43,0,0.2253,0,0,0
2023-01-09,PROD-0024,Industrial,15.36,0,0.1946,0,0,0
2023-01-10,PROD-0024,Industrial,15.08,0,0.1794,0,0,0
2023-01-11,PROD-0024,Industrial,14.08,0,0.1739,0,0,0
2023-01-12,PROD-0024,Industrial,14.05,0,0.1993,0,0,0
2023-01-13,PROD-0024,Industrial,23.54,0,0.1614,0,0,0
2023-01-14,PROD-0024,Industrial,15.32,0,0.2137,0,0,0
2023-01-15,PROD-0024,Industrial,19.37,0,0.2252,0,0,0
2023-01-16,PROD-0024,Industrial,20.32,0,0.1819,0,0,0
2023-01-17,PROD-0024,Industrial,15.35,0,0.1738,0,0,0
2023-01-18,PROD-0024,Industrial,16.68,0,0.1629,0,0,0
2023-01-19,PROD-0024,Industrial,16.03,0,0.1502,0,0,0
2023-01-20,PROD-0024,Industrial,12.4,0,0.1965,0,0,1
2023-01-21,PROD-0024,Industrial,12.51,0,0.2305,0,0,0
2023-01-22,PROD-0024,Industrial,15.91,0,0.2351,0,0,0
2023-01-23,PROD-0024,Industrial,14.82,0,0.2065,0,0,0
2023-01-24,PROD-0024,Industrial,20.98,0,0.157,0,0,0
2023-01-25,PROD-0024,Industrial,15.25,0,0.1661,0,0,0
2023-01-26,PROD-0024,Industrial,21.17,0,0.1387,0,0,0
2023-01-27,PROD-0024,Industrial,14.71,0,0.1639,0,0,0
2023-01-28,PROD-0024,Industrial,21.06,0,0.2264,0,0,0
2023-01-29,PROD-0024,Industrial,17.06,0,0.2262,0,0,0
2023-01-30,PROD-0024,Industrial,17.2,0,0.1713,0,0,0
2023-01-31,PROD-0024,Industrial,14.64,0,0.131,0,0,0
2023-02-01,PROD-0024,Industrial,17.24,0,0.1297,0,0,0
2023-02-02,PROD-0024,Industrial,20.39,0,0.1092,0,0,0
2023-02-03,PROD-0024,Industrial,15.48,0,0.1083,0,0,0
2023-02-04,PROD-0024,Industrial,15.04,0,0.1553,0,0,0
2023-02-05,PROD-0024,Industrial,15.25,0,0.1805,0,0,0
2023-02-06,PROD-0024,Industrial,20.18,0,0.1314,0,0,0
2023-02-07,PROD-0024,Industrial,17.99,0,0.1086,0,0,0
2023-02-08,PROD-0024,Industrial,19.67,0,0.0937,0,0,0
2023-02-09,PROD-0024,Industrial,16.59,0,0.107,0,0,0
2023-02-10,PROD-0024,Industrial,15.93,0,0.1183,0,0,0
2023-02-11,PROD-0024,Industrial,16.87,0,0.1666,0,0,0
2023-02-12,PROD-0024,Industrial,18.59,0,0.2163,0,0,1
2023-02-13,PROD-0024,Industrial,15.26,0,0.1452,0,0,0
2023-02-14,PROD-0024,Industrial,19.45,0,0.0998,0,0,0
2023-02-15,PROD-0024,Industrial,16.74,0,0.1098,0,0,0
2023-02-16,PROD-0024,Industrial,11.04,0,0.1014,0,0,0
2023-02-17,PROD-0024,Industrial,18.09,0,0.1017,0,0,0
2023-02-18,PROD-0024,Industrial,13.1,0,0.154,0,0,0
2023-02-19,PROD-0024,Industrial,18.03,0,0.1883,0,0,0
2023-02-20,PROD-0024,Industrial,18.15,0,0.17,0,0,0
2023-02-21,PROD-0024,Industrial,16.66,0,0.1175,0,0,0
2023-02-22,PROD-0024,Industrial,17.21,0,0.1299,0,0,0
2023-02-23,PROD-0024,Industrial,18.7,0,0.2148,0,0,1
2023-02-24,PROD-0024,Industrial,14.73,0,0.1246,0,0,0
2023-02-25,PROD-0024,Industrial,17.87,0,0.208,0,0,0
2023-02-26,PROD-0024,Industrial,18.89,0,0.1934,0,0,0
2023-02-27,PROD-0024,Industrial,20.66,0,0.1373,0,0,0
2023-02-28,PROD-0024,Industrial,13.44,0,0.0981,0,0,0
2023-03-01,PROD-0024,Industrial,19.41,0,0.0715,0,0,0
2023-03-02,PROD-0024,Industrial,15.8,0,0.0743,0,0,0
2023-03-03,PROD-0024,Industrial,15.71,0,0.0871,0,0,0
2023-03-04,PROD-0024,Industrial,19.27,0,0.1178,0,0,0
2023-03-05,PROD-0024,Industrial,18.48,0,0.14,0,0,0
2023-03-06,PROD-0024,Industrial,21.69,0,0.1025,0,0,0
2023-03-07,PROD-0024,Industrial,17.34,0,0.1129,0,0,0
2023-03-08,PROD-0024,Industrial,17.91,0,0.0839,0,0,0
2023-03-09,PROD-0024,Industrial,18.86,0,0.08,0,0,0
2023-03-10,PROD-0024,Industrial,16.06,0,0.0936,0,0,0
2023-03-11,PROD-0024,Industrial,16.4,0,0.1269,0,0,0
2023-03-12,PROD-0024,Industrial,21.61,0,0.1355,0,0,0
2023-03-13,PROD-0024,Industrial,16.84,0,0.1141,0,0,0
2023-03-14,PROD-0024,Industrial,21.83,0,0.0737,0,0,0
2023-03-15,PROD-0024,Industrial,20.03,0,0.0697,0,0,0
2023-03-16,PROD-0024,Industrial,14.5,0,0.0613,0,0,0
2023-03-17,PROD-0024,Industrial,19.81,0,0.078,0,0,0
2023-03-18,PROD-0024,Industrial,19.78,0,0.1685,0,0,0
2023-03-19,PROD-0024,Industrial,19.49,0,0.1307,0,0,0
2023-03-20,PROD-0024,Industrial,17.91,0,0.1182,0,0,0
2023-03-21,PROD-0024,Industrial,15.89,0,0.078,0,0,0
2023-03-22,PROD-0024,Industrial,22.4,0,0.063,0,0,0
2023-03-23,PROD-0024,Industrial,18.03,0,0.0863,0,0,0
2023-03-24,PROD-0024,Industrial,16.04,0,0.0696,0,0,0
2023-03-25,PROD-0024,Industrial,19.61,0,0.1202,0,0,0
2023-03-26,PROD-0024,Industrial,16.38,0,0.1423,0,0,0
2023-03-27,PROD-0024,Industrial,15.88,0,0.0953,0,0,0
2023-03-28,PROD-0024,Industrial,17.31,0,0.0778,0,0,0
2023-03-29,PROD-0024,Industrial,16.58,0,0.123,0,0,1
2023-03-30,PROD-0024,Industrial,15.98,0,0.1146,0,0,0
2023-03-31,PROD-0024,Industrial,20.68,0,0.0916,0,0,0
2023-04-01,PROD-0024,Industrial,18.02,0,0.125,0,0,0
2023-04-02,PROD-0024,Industrial,22.12,0,0.141,0,0,0
2023-04-03,PROD-0024,Industrial,16.13,0,0.0869,0,0,0
2023-04-04,PROD-0024,Industrial,14.15,0,0.0545,0,0,0
2023-04-05,PROD-0024,Industrial,18.75,0,0.0624,0,0,0
2023-04-06,PROD-0024,Industrial,24.22,0,0.0537,0,0,0
2023-04-07,PROD-0024,Industrial,19.86,0,0.0507,0,0,0
2023-04-08,PROD-0024,Industrial,29.71,0,0.154,0,0,1
2023-04-09,PROD-0024,Industrial,19.28,0,0.1787,0,0,1
2023-04-10,PROD-0024,Industrial,19.01,0,0.1422,0,0,1
2023-04-11,PROD-0024,Industrial,13.28,0,0.1413,0,0,1
2023-04-12,PROD-0024,Industrial,19.57,0,0.0994,0,0,1
2023-04-13,PROD-0024,Industrial,18.82,0,0.1084,0,0,1
2023-04-14,PROD-0024,Industrial,17.27,0,0.0827,0,0,0
2023-04-15,PROD-0024,Industrial,17.99,0,0.2552,0,0,1
2023-04-16,PROD-0024,Industrial,18.18,0,0.1172,0,0,0
2023-04-17,PROD-0024,Industrial,17.87,0,0.0804,0,0,0
2023-04-18,PROD-0024,Industrial,25.13,0,0.0793,0,0,0
2023-04-19,PROD-0024,Industrial,17.37,0,0.0405,0,0,0
2023-04-20,PROD-0024,Industrial,18.84,0,0.0501,0,0,0
2023-04-21,PROD-0024,Industrial,17.29,0,0.0529,0,0,0
2023-04-22,PROD-0024,Industrial,20.67,0,0.0936,0,0,0
2023-04-23,PROD-0024,Industrial,18.87,0,0.1168,0,0,0
2023-04-24,PROD-0024,Industrial,17.62,0,0.07,0,0,0
2023-04-25,PROD-0024,Industrial,13.77,0,0.0803,0,0,0
2023-04-26,PROD-0024,Industrial,19.07,0,0.0569,0,0,0
2023-04-27,PROD-0024,Industrial,17.55,0,0.0505,0,0,0
2023-04-28,PROD-0024,Industrial,18.22,0,0.0627,0,0,0
2023-04-29,PROD-0024,Industrial,15.4,0,0.1158,0,0,0
2023-04-30,PROD-0024,Industrial,22.81,0,0.1114,0,0,0
2023-05-01,PROD-0024,Industrial,18.19,0,0.0803,0,0,0
2023-05-02,PROD-0024,Industrial,19.83,0,0.0988,0,0,0
2023-05-03,PROD-0024,Industrial,19.01,0,0.0524,0,0,0
2023-05-04,PROD-0024,Industrial,17.49,0,0.0838,0,0,0
2023-05-05,PROD-0024,Industrial,13.49,0,0.0594,0,0,0
2023-05-06,PROD-0024,Industrial,21.11,0,0.136,0,0,0
2023-05-07,PROD-0024,Industrial,13.93,0,0.1084,0,0,0
2023-05-08,PROD-0024,Industrial,15.38,0,0.1838,0,0,1
2023-05-09,PROD-0024,Industrial,17.81,0,0.0544,0,0,0
2023-05-10,PROD-0024,Industrial,17.94,0,0.0445,0,0,0
2023-05-11,PROD-0024,Industrial,17.45,0,0.0781,0,0,0
2023-05-12,PROD-0024,Industrial,15.09,0,0.0775,0,0,0
2023-05-13,PROD-0024,Industrial,14.63,0,0.124,0,0,0
2023-05-14,PROD-0024,Industrial,23.44,0,0.1386,0,0,0
2023-05-15,PROD-0024,Industrial,15.93,0,0.0858,0,0,0
2023-05-16,PROD-0024,Industrial,15.64,0,0.0532,0,0,0
2023-05-17,PROD-0024,Industrial,14.4,0,0.0505,0,0,0
2023-05-18,PROD-0024,Industrial,16.63,0,0.0751,0,0,0
2023-05-19,PROD-0024,Industrial,16.52,0,0.0684,0,0,0
2023-05-20,PROD-0024,Industrial,16.0,0,0.1151,0,0,0
2023-05-21,PROD-0024,Industrial,16.98,0,0.2382,0,0,1
2023-05-22,PROD-0024,Industrial,20.9,0,0.0927,0,0,0
2023-05-23,PROD-0024,Industrial,14.67,0,0.0705,0,0,0
2023-05-24,PROD-0024,Industrial,16.15,0,0.0738,0,0,0
2023-05-25,PROD-0024,Industrial,14.56,0,0.08,0,0,0
2023-05-26,PROD-0024,Industrial,16.77,0,0.065,0,0,0
2023-05-27,PROD-0024,Industrial,14.74,0,0.1167,0,0,0
2023-05-28,PROD-0024,Industrial,14.84,0,0.1324,0,0,0
2023-05-29,PROD-0024,Industrial,12.9,0,0.1555,0,0,0
2023-05-30,PROD-0024,Industrial,16.29,0,0.1213,0,0,0
2023-05-31,PROD-0024,Industrial,17.13,0,0.0893,0,0,0
2023-06-01,PROD-0024,Industrial,16.99,0,0.1024,0,0,0
2023-06-02,PROD-0024,Industrial,8.32,0,0.0948,0,0,0
2023-06-03,PROD-0024,Industrial,7.25,0,0.2041,0,0,1
2023-06-04,PROD-0024,Industrial,6.32,0,0.2923,0,0,1
2023-06-05,PROD-0024,Industrial,6.46,0,0.3175,0,0,1
2023-06-06,PROD-0024,Industrial,6.39,0,0.2783,0,0,1
2023-06-07,PROD-0024,Industrial,10.28,0,0.2385,0,0,1
2023-06-08,PROD-0024,Industrial,8.1,1,0.2613,1,0,1
2023-06-09,PROD-0024,Industrial,7.11,1,0.2989,1,0,1
2023-06-10,PROD-0024,Industrial,6.72,1,0.382,1,0,1
2023-06-11,PROD-0024,Industrial,6.83,1,0.4431,1,0,1
2023-06-12,PROD-0024,Industrial,7.09,1,0.3978,1,0,1
2023-06-13,PROD-0024,Industrial,9.46,1,0.3301,1,0,1
2023-06-14,PROD-0024,Industrial,7.73,1,0.3054,1,0,1
2023-06-15,PROD-0024,Industrial,6.25,1,0.3319,1,0,1
2023-06-16,PROD-0024,Industrial,10.98,0,0.3164,1,0,0
2023-06-17,PROD-0024,Industrial,6.55,0,0.3554,1,0,0
2023-06-18,PROD-0024,Industrial,7.11,0,0.3637,1,0,0
2023-06-19,PROD-0024,Industrial,9.46,0,0.309,1,0,0
2023-06-20,PROD-0024,Industrial,8.27,0,0.272,1,0,0
2023-06-21,PROD-0024,Industrial,7.24,0,0.2927,1,0,0
2023-06-22,PROD-0024,Industrial,6.46,0,0.322,1,0,0
2023-06-23,PROD-0024,Industrial,6.73,0,0.3137,1,0,0
2023-06-24,PROD-0024,Industrial,6.79,0,0.4029,1,0,0
2023-06-25,PROD-0024,Industrial,7.78,0,0.4081,1,0,0
2023-06-26,PROD-0024,Industrial,8.0,0,0.3857,1,0,0
2023-06-27,PROD-0024,Industrial,7.61,0,0.3983,1,0,0
2023-06-28,PROD-0024,Industrial,7.73,0,0.4143,1,0,0
2023-06-29,PROD-0024,Industrial,6.65,0,0.4148,1,0,0
2023-06-30,PROD-0024,Industrial,8.13,0,0.4273,1,0,0
2023-07-01,PROD-0024,Industrial,9.43,0,0.4511,1,0,0
2023-07-02,PROD-0024,Industrial,7.6,0,0.4963,1,0,0
2023-07-03,PROD-0024,Industrial,7.57,0,0.4585,1,0,0
2023-07-04,PROD-0024,Industrial,7.88,0,0.4537,1,0,0
2023-07-05,PROD-0024,Industrial,9.21,0,0.4277,1,0,0
2023-07-06,PROD-0024,Industrial,6.81,0,0.4358,1,0,0
2023-07-07,PROD-0024,Industrial,9.68,0,0.3871,1,0,0
2023-07-08,PROD-0024,Industrial,8.3,0,0.4284,1,0,0
2023-07-09,PROD-0024,Industrial,7.82,0,0.4565,1,0,0
2023-07-10,PROD-0024,Industrial,15.49,0,0.3715,1,0,0
2023-07-11,PROD-0024,Industrial,10.82,0,0.3474,1,0,0
2023-07-12,PROD-0024,Industrial,13.97,0,0.337,1,0,0
2023-07-13,PROD-0024,Industrial,13.78,0,0.3273,1,0,0
2023-07-14,PROD-0024,Industrial,11.23,1,0.3939,1,0,1
2023-07-15,PROD-0024,Industrial,13.85,1,0.4314,1,0,1
2023-07-16,PROD-0024,Industrial,13.48,1,0.3485,1,0,1
2023-07-17,PROD-0024,Industrial,12.58,1,0.3318,1,0,1
2023-07-18,PROD-0024,Industrial,14.71,1,0.3237,1,0,1
2023-07-19,PROD-0024,Industrial,11.87,0,0.2507,1,0,0
2023-07-20,PROD-0024,Industrial,13.46,1,0.2569,1,0,1
2023-07-21,PROD-0024,Industrial,12.68,1,0.3233,1,0,1
2023-07-22,PROD-0024,Industrial,11.79,1,0.3399,1,0,1
2023-07-23,PROD-0024,Industrial,13.95,1,0.3487,1,0,1
2023-07-24,PROD-0024,Industrial,12.54,1,0.3672,1,0,1
2023-07-25,PROD-0024,Industrial,10.37,1,0.3135,1,0,1
2023-07-26,PROD-0024,Industrial,9.88,0,0.2615,1,0,0
2023-07-27,PROD-0024,Industrial,14.57,0,0.2382,1,0,0
2023-07-28,PROD-0024,Industrial,10.78,0,0.2559,1,0,0
2023-07-29,PROD-0024,Industrial,13.5,0,0.3161,1,0,0
2023-07-30,PROD-0024,Industrial,13.05,0,0.325,1,0,0
2023-07-31,PROD-0024,Industrial,12.25,0,0.3056,1,0,0
2023-08-01,PROD-0024,Industrial,17.37,0,0.2833,1,0,0
2023-08-02,PROD-0024,Industrial,13.3,0,0.2886,1,0,0
2023-08-03,PROD-0024,Industrial,14.51,0,0.2605,1,0,0
2023-08-04,PROD-0024,Industrial,13.52,0,0.2947,1,0,0
2023-08-05,PROD-0024,Industrial,12.51,1,0.3761,1,0,1
2023-08-06,PROD-0024,Industrial,12.92,0,0.3471,1,0,0
2023-08-07,PROD-0024,Industrial,16.13,0,0.3213,1,0,0
2023-08-08,PROD-0024,Industrial,15.26,0,0.2911,1,0,0
2023-08-09,PROD-0024,Industrial,17.37,0,0.21,1,0,0
2023-08-10,PROD-0024,Industrial,13.4,0,0.23,1,0,0
2023-08-11,PROD-0024,Industrial,11.37,0,0.2308,1,0,0
2023-08-12,PROD-0024,Industrial,12.14,1,0.3107,1,0,1
2023-08-13,PROD-0024,Industrial,10.85,1,0.3164,1,0,1
2023-08-14,PROD-0024,Industrial,14.55,0,0.2615,0,0,1
2023-08-15,PROD-0024,Industrial,11.88,0,0.2518,0,0,1
2023-08-16,PROD-0024,Industrial,8.2,1,0.3024,1,0,1
2023-08-17,PROD-0024,Industrial,18.78,0,0.3138,0,0,1
2023-08-18,PROD-0024,Industrial,11.91,1,0.3162,1,0,1
2023-08-19,PROD-0024,Industrial,11.9,1,0.3519,1,0,1
2023-08-20,PROD-0024,Industrial,16.68,1,0.3951,1,0,1
2023-08-21,PROD-0024,Industrial,10.83,0,0.3096,0,0,1
2023-08-22,PROD-0024,Industrial,15.4,0,0.2902,0,0,1
2023-08-23,PROD-0024,Industrial,11.89,1,0.2848,1,0,1
2023-08-24,PROD-0024,Industrial,10.65,0,0.2447,0,0,1
2023-08-25,PROD-0024,Industrial,16.78,1,0.2851,1,0,1
2023-08-26,PROD-0024,Industrial,14.92,0,0.2756,0,0,1
2023-08-27,PROD-0024,Industrial,14.91,0,0.3268,0,0,1
2023-08-28,PROD-0024,Industrial,13.73,0,0.2754,0,0,1
2023-08-29,PROD-0024,Industrial,14.22,0,0.2201,0,0,1
2023-08-30,PROD-0024,Industrial,10.8,0,0.2419,0,0,1
2023-08-31,PROD-0024,Industrial,13.22,0,0.2499,0,0,1
2023-09-01,PROD-0024,Industrial,16.26,0,0.1327,0,0,0
2023-09-02,PROD-0024,Industrial,15.18,0,0.1731,0,0,0
2023-09-03,PROD-0024,Industrial,19.88,0,0.1854,0,0,0
2023-09-04,PROD-0024,Industrial,22.24,0,0.1421,0,0,0
2023-09-05,PROD-0024,Industrial,17.65,0,0.1169,0,0,0
2023-09-06,PROD-0024,Industrial,18.11,0,0.1069,0,0,0
2023-09-07,PROD-0024,Industrial,15.77,0,0.0883,0,0,0
2023-09-08,PROD-0024,Industrial,18.72,0,0.0853,0,0,0
2023-09-09,PROD-0024,Industrial,20.97,0,0.1513,0,0,0
2023-09-10,PROD-0024,Industrial,21.07,0,0.1641,0,0,0
2023-09-11,PROD-0024,Industrial,20.31,0,0.1176,0,0,0
2023-09-12,PROD-0024,Industrial,17.06,0,0.1161,0,0,0
2023-09-13,PROD-0024,Industrial,16.98,0,0.0769,0,0,0
2023-09-14,PROD-0024,Industrial,21.09,0,0.11,0,0,0
2023-09-15,PROD-0024,Industrial,21.15,0,0.1469,0,0,0
2023-09-16,PROD-0024,Industrial,18.25,0,0.141,0,0,0
2023-09-17,PROD-0024,Industrial,17.57,0,0.1704,0,0,0
2023-09-18,PROD-0024,Industrial,22.31,0,0.1213,0,0,0
2023-09-19,PROD-0024,Industrial,17.75,0,0.0886,0,0,0
2023-09-20,PROD-0024,Industrial,20.95,0,0.1162,0,0,0
2023-09-21,PROD-0024,Industrial,18.35,0,0.0897,0,0,0
2023-09-22,PROD-0024,Industrial,16.01,0,0.1126,0,0,0
2023-09-23,PROD-0024,Industrial,23.87,0,0.1661,0,0,0
2023-09-24,PROD-0024,Industrial,19.08,0,0.1484,0,0,0
2023-09-25,PROD-0024,Industrial,16.85,0,0.1034,0,0,0
2023-09-26,PROD-0024,Industrial,15.22,0,0.0885,0,0,0
2023-09-27,PROD-0024,Industrial,15.45,0,0.0867,0,0,0
2023-09-28,PROD-0024,Industrial,17.73,0,0.084,0,0,0
2023-09-29,PROD-0024,Industrial,25.03,0,0.131,0,0,0
2023-09-30,PROD-0024,Industrial,17.18,0,0.1675,0,0,0
2023-10-01,PROD-0024,Industrial,20.27,0,0.162,0,0,0
2023-10-02,PROD-0024,Industrial,16.0,0,0.1253,0,0,0
2023-10-03,PROD-0024,Industrial,13.67,0,0.1004,0,0,0
