shipment_id,product_id,supplier_id,warehouse_id,order_date,expected_date,actual_date,quantity,unit_cost,total_cost,delay_days,on_time,defective_units
SHP-000552,PROD-0008,SUP-08,WH-03,2024-07-13,2024-08-11,2024-08-11,384,192.37,73870.08,0,True,23
SHP-000553,PROD-0008,SUP-08,WH-03,2024-07-25,2024-08-22,2024-08-22,141,192.37,27124.17,0,True,8
SHP-000554,PROD-0008,SUP-08,WH-03,2024-08-06,2024-09-11,2024-09-11,115,192.37,22122.55,0,True,6
SHP-000555,PROD-0008,SUP-08,WH-03,2024-08-18,2024-09-13,2024-09-25,477,192.37,91760.49,12,False,28
SHP-000556,PROD-0008,SUP-08,WH-03,2024-08-30,2024-09-21,2024-09-21,202,192.37,38858.74,0,True,12
SHP-000557,PROD-0008,SUP-08,WH-03,2024-09-11,2024-10-17,2024-10-17,328,192.37,63097.36,0,True,19
SHP-000558,PROD-0008,SUP-08,WH-03,2024-09-23,2024-10-22,2024-10-22,471,192.37,90606.27,0,True,28
SHP-000559,PROD-0008,SUP-08,WH-03,2024-10-05,2024-11-09,2024-11-09,227,192.37,43667.99,0,True,13
SHP-000560,PROD-0008,SUP-08,WH-03,2024-10-17,2024-11-22,2024-11-22,498,192.37,95800.26,0,True,30
SHP-000561,PROD-0008,SUP-08,WH-03,2024-10-29,2024-11-26,2024-11-26,66,192.37,12696.42,0,True,4
SHP-000562,PROD-0008,SUP-08,WH-03,2024-11-10,2024-12-15,2024-12-15,364,192.37,70022.68,0,True,22
SHP-000563,PROD-0008,SUP-08,WH-03,2024-11-22,2024-12-22,2025-01-04,58,192.37,11157.46,13,False,3
SHP-000564,PROD-0008,SUP-08,WH-03,2024-12-04,2024-12-27,2024-12-27,101,192.37,19429.37,0,True,6
SHP-000565,PROD-0008,SUP-08,WH-03,2024-12-16,2025-01-23,2025-01-23,356,192.37,68483.72,0,True,21
SHP-000566,PROD-0008,SUP-08,WH-03,2024-12-28,2025-02-10,2025-02-10,74,192.37,14235.38,0,True,4
SHP-000567,PROD-0009,SUP-09,WH-04,2022-01-01,2022-01-24,2022-01-24,274,27.68,7584.32,0,True,8
SHP-000568,PROD-0009,SUP-09,WH-04,2022-01-14,2022-02-13,2022-02-13,436,27.68,12068.48,0,True,13
SHP-000569,PROD-0009,SUP-09,WH-04,2022-01-27,2022-02-21,2022-02-21,121,27.68,3349.28,0,True,3
SHP-000570,PROD-0009,SUP-09,WH-04,2022-02-09,2022-02-27,2022-03-08,169,27.68,4677.92,9,False,5
SHP-000571,PROD-0009,SUP-09,WH-04,2022-02-22,2022-03-16,2022-03-16,344,27.68,9521.92,0,True,10
SHP-000572,PROD-0009,SUP-09,WH-04,2022-03-07,2022-04-09,2022-04-09,445,27.68,12317.6,0,True,13
SHP-000573,PROD-0009,SUP-09,WH-04,2022-03-20,2022-04-07,2022-04-07,171,27.68,4733.28,0,True,5
SHP-000574,PROD-0009,SUP-09,WH-04,2022-04-02,2022-04-24,2022-04-24,388,27.68,10739.84,0,True,11
SHP-000575,PROD-0009,SUP-09,WH-04,2022-04-15,2022-05-13,2022-05-13,203,27.68,5619.04,0,True,6
SHP-000576,PROD-0009,SUP-09,WH-04,2022-04-28,2022-05-25,2022-05-25,352,27.68,9743.36,0,True,10
SHP-000577,PROD-0009,SUP-09,WH-04,2022-05-11,2022-05-29,2022-05-29,370,27.68,10241.6,0,True,11
SHP-000578,PROD-0009,SUP-09,WH-04,2022-05-24,2022-06-26,2022-06-26,303,27.68,8387.04,0,True,9
SHP-000579,PROD-0009,SUP-09,WH-04,2022-06-06,2022-06-28,2022-06-29,379,27.68,10490.72,1,False,11
SHP-000580,PROD-0009,SUP-09,WH-04,2022-06-19,2022-07-10,2022-07-10,318,27.68,8802.24,0,True,9
SHP-000581,PROD-0009,SUP-09,WH-04,2022-07-02,2022-07-20,2022-07-20,259,27.68,7169.12,0,True,7
SHP-000582,PROD-0009,SUP-09,WH-04,2022-07-15,2022-08-14,2022-08-14,144,27.68,3985.92,0,True,4
SHP-000583,PROD-0009,SUP-09,WH-04,2022-07-28,2022-08-11,2022-08-11,173,27.68,4788.64,0,True,5
SHP-000584,PROD-0009,SUP-09,WH-04,2022-08-10,2022-08-30,2022-08-30,489,27.68,13535.52,0,True,14
SHP-000585,PROD-0009,SUP-09,WH-04,2022-08-23,2022-09-21,2022-09-21,287,27.68,7944.16,0,True,8
SHP-000586,PROD-0009,SUP-09,WH-04,2022-09-05,2022-09-30,2022-09-30,263,27.68,7279.84,0,True,7
SHP-000587,PROD-0009,SUP-09,WH-04,2022-09-18,2022-10-20,2022-10-20,248,27.68,6864.64,0,True,7
SHP-000588,PROD-0009,SUP-09,WH-04,2022-10-01,2022-10-29,2022-10-29,219,27.68,6061.92,0,True,6
SHP-000589,PROD-0009,SUP-09,WH-04,2022-10-14,2022-10-30,2022-10-30,280,27.68,7750.4,0,True,8
SHP-000590,PROD-0009,SUP-09,WH-04,2022-10-27,2022-11-21,2022-11-21,324,27.68,8968.32,0,True,9
SHP-000591,PROD-0009,SUP-09,WH-04,2022-11-09,2022-11-23,2022-11-23,76,27.68,2103.68,0,True,2
SHP-000592,PROD-0009,SUP-09,WH-04,2022-11-22,2022-12-17,2022-12-17,359,27.68,9937.12,0,True,10
SHP-000593,PROD-0009,SUP-09,WH-04,2022-12-05,2022-12-20,2022-12-20,87,27.68,2408.16,0,True,2
SHP-000594,PROD-0009,SUP-09,WH-04,2022-12-18,2023-01-09,2023-01-09,350,27.68,9688.0,0,True,10
SHP-000595,PROD-0009,SUP-09,WH-04,2022-12-31,2023-01-14,2023-01-14,161,27.68,4456.48,0,True,4
SHP-000596,PROD-0009,SUP-09,WH-04,2023-01-13,2023-02-01,2023-02-01,220,27.68,6089.6,0,True,6
SHP-000597,PROD-0009,SUP-09,WH-04,2023-01-26,2023-02-14,2023-02-19,57,27.68,1577.76,5,False,1
SHP-000598,PROD-0009,SUP-09,WH-04,2023-02-08,2023-03-01,2023-03-01,429,27.68,11874.72,0,True,12
SHP-000599,PROD-0009,SUP-09,WH-04,2023-02-21,2023-03-20,2023-03-20,436,27.68,12068.48,0,True,13
SHP-000600,PROD-0009,SUP-09,WH-04,2023-03-06,2023-03-23,2023-03-23,406,27.68,11238.08,0,True,12
SHP-000601,PROD-0009,SUP-09,WH-04,2023-03-19,2023-04-03,2023-04-03,253,27.68,7003.04,0,True,7
SHP-000602,PROD-0009,SUP-09,WH-04,2023-04-01,2023-04-23,2023-04-23,447,27.68,12372.96,0,True,13
SHP-000603,PROD-0009,SUP-09,WH-04,2023-04-14,2023-05-10,2023-05-10,323,27.68,8940.64,0,True,9
SHP-000604,PROD-0009,SUP-09,WH-04,2023-04-27,2023-05-17,2023-05-17,183,27.68,5065.44,0,True,5
SHP-000605,PROD-0009,SUP-09,WH-04,2023-05-10,2023-06-04,2023-06-04,304,27.68,8414.72,0,True,9
SHP-000606,PROD-0009,SUP-09,WH-04,2023-05-23,2023-06-13,2023-06-13,419,27.68,11597.92,0,True,12
SHP-000607,PROD-0009,SUP-09,WH-04,2023-06-05,2023-06-25,2023-06-25,213,27.68,5895.84,0,True,6
SHP-000608,PROD-0009,SUP-09,WH-04,2023-06-18,2023-07-14,2023-07-14,261,27.68,7224.48,0,True,7
SHP-000609,PROD-0009,SUP-09,WH-04,2023-07-01,2023-07-30,2023-07-30,163,27.68,4511.84,0,True,4
SHP-000610,PROD-0009,SUP-09,WH-04,2023-07-14,2023-08-08,2023-08-08,183,27.68,5065.44,0,True,5
SHP-000611,PROD-0009,SUP-09,WH-04,2023-07-27,2023-08-18,2023-08-18,346,27.68,9577.28,0,True,10
SHP-000612,PROD-0009,SUP-09,WH-04,2023-08-09,2023-08-23,2023-08-23,128,27.68,3543.04,0,True,3
SHP-000613,PROD-0009,SUP-09,WH-04,2023-08-22,2023-09-13,2023-09-13,244,27.68,6753.92,0,True,7
SHP-000614,PROD-0009,SUP-09,WH-04,2023-09-04,2023-09-20,2023-09-20,305,27.68,8442.4,0,True,9
SHP-000615,PROD-0009,SUP-09,WH-04,2023-09-17,2023-10-11,2023-10-11,400,27.68,11072.0,0,True,12
SHP-000616,PROD-0009,SUP-09,WH-04,2023-09-30,2023-10-19,2023-10-19,470,27.68,13009.6,0,True,14
SHP-000617,PROD-0009,SUP-09,WH-04,2023-10-13,2023-11-13,2023-11-21,378,27.68,10463.04,8,False,11
SHP-000618,PROD-0009,SUP-09,WH-04,2023-10-26,2023-11-24,2023-11-24,136,27.68,3764.48,0,True,4
SHP-000619,PROD-0009,SUP-09,WH-04,2023-11-08,2023-12-03,2023-12-03,136,27.68,3764.48,0,True,4
SHP-000620,PROD-0009,SUP-09,WH-04,2023-11-21,2023-12-04,2023-12-04,300,27.68,8304.0,0,True,9
SHP-000621,PROD-0009,SUP-09,WH-04,2023-12-04,2023-12-21,2023-12-21,327,27.68,9051.36,0,True,9
SHP-000622,PROD-0009,SUP-09,WH-04,2023-12-17,2024-01-14,2024-01-25,318,27.68,8802.24,11,False,9
SHP-000623,PROD-0009,SUP-09,WH-04,2023-12-30,2024-01-20,2024-01-20,88,27.68,2435.84,0,True,2
SHP-000624,PROD-0009,SUP-09,WH-04,2024-01-12,2024-02-06,2024-02-06,441,27.68,12206.88,0,True,13
SHP-000625,PROD-0009,SUP-09,WH-04,2024-01-25,2024-02-08,2024-02-08,481,27.68,13314.08,0,True,14
SHP-000626,PROD-0009,SUP-09,WH-04,2024-02-07,2024-02-19,2024-02-19,412,27.68,11404.16,0,True,12
SHP-000627,PROD-0009,SUP-09,WH-04,2024-02-20,2024-03-11,2024-03-11,308,27.68,8525.44,0,True,9
SHP-000628,PROD-0009,SUP-09,WH-04,2024-03-04,2024-03-29,2024-03-29,366,27.68,10130.88,0,True,11
SHP-000629,PROD-0009,SUP-09,WH-04,2024-03-17,2024-03-30,2024-03-30,365,27.68,10103.2,0,True,11
SHP-000630,PROD-0009,SUP-09,WH-04,2024-03-30,2024-04-25,2024-04-25,58,27.68,1605.44,0,True,1
SHP-000631,PROD-0009,SUP-09,WH-04,2024-04-12,2024-05-07,2024-05-07,260,27.68,7196.8,0,True,7
SHP-000632,PROD-0009,SUP-09,WH-04,2024-04-25,2024-05-23,2024-05-23,419,27.68,11597.92,0,True,12
SHP-000633,PROD-0009,SUP-09,WH-04,2024-05-08,2024-05-26,2024-05-26,196,27.68,5425.28,0,True,5
SHP-000634,PROD-0009,SUP-09,WH-04,2024-05-21,2024-06-20,2024-06-20,407,27.68,11265.76,0,True,12
SHP-000635,PROD-0009,SUP-09,WH-04,2024-06-03,2024-06-19,2024-06-19,141,27.68,3902.88,0,True,4
SHP-000636,PROD-0009,SUP-09,WH-04,2024-06-16,2024-06-26,2024-06-26,318,27.68,8802.24,0,True,9
SHP-000637,PROD-0009,SUP-09,WH-04,2024-06-29,2024-07-21,2024-07-21,367,27.68,10158.56,0,True,11
SHP-000638,PROD-0009,SUP-09,WH-04,2024-07-12,2024-08-07,2024-08-07,231,27.68,6394.08,0,True,6
SHP-000639,PROD-0009,SUP-09,WH-04,2024-07-25,2024-08-12,2024-08-12,90,27.68,2491.2,0,True,2
SHP-000640,PROD-0009,SUP-09,WH-04,2024-08-07,2024-08-30,2024-09-05,285,27.68,7888.8,6,False,8
SHP-000641,PROD-0009,SUP-09,WH-04,2024-08-20,2024-09-17,2024-09-17,406,27.68,11238.08,0,True,12
SHP-000642,PROD-0009,SUP-09,WH-04,2024-09-02,2024-10-02,2024-10-02,473,27.68,13092.64,0,True,14
SHP-000643,PROD-0009,SUP-09,WH-04,2024-09-15,2024-10-11,2024-10-11,489,27.68,13535.52,0,True,14
SHP-000644,PROD-0009,SUP-09,WH-04,2024-09-28,2024-10-18,2024-10-18,97,27.68,2684.96,0,True,2
SHP-000645,PROD-0009,SUP-09,WH-04,2024-10-11,2024-10-31,2024-10-31,332,27.68,9189.76,0,True,10
SHP-000646,PROD-0009,SUP-09,WH-04,2024-10-24,2024-11-12,2024-11-12,54,27.68,1494.72,0,True,1
SHP-000647,PROD-0009,SUP-09,WH-04,2024-11-06,2024-11-28,2024-11-28,305,27.68,8442.4,0,True,9
SHP-000648,PROD-0009,SUP-09,WH-04,2024-11-19,2024-12-15,2024-12-15,451,27.68,12483.68,0,True,13
SHP-000649,PROD-0009,SUP-09,WH-04,2024-12-02,2024-12-18,2024-12-18,489,27.68,13535.52,0,True,14
SHP-000650,PROD-0009,SUP-09,WH-04,2024-12-15,2025-01-02,2025-01-02,71,27.68,1965.28,0,True,2
SHP-000651,PROD-0009,SUP-09,WH-04,2024-12-28,2025-01-23,2025-01-23,494,27.68,13673.92,0,True,14
SHP-000652,PROD-0010,SUP-10,WH-05,2022-01-01,2022-01-21,2022-01-21,73,193.16,14100.68,0,True,2
SHP-000653,PROD-0010,SUP-10,WH-05,2022-01-22,2022-02-14,2022-02-14,193,193.16,37279.88,0,True,5
SHP-000654,PROD-0010,SUP-10,WH-05,2022-02-12,2022-03-11,2022-03-11,66,193.16,12748.56,0,True,1
SHP-000655,PROD-0010,SUP-10,WH-05,2022-03-05,2022-03-25,2022-03-25,211,193.16,40756.76,0,True,6
SHP-000656,PROD-0010,SUP-10,WH-05,2022-03-26,2022-04-10,2022-04-11,350,193.16,67606.0,1,False,10
SHP-000657,PROD-0010,SUP-10,WH-05,2022-04-16,2022-05-21,2022-05-21,414,193.16,79968.24,0,True,12
SHP-000658,PROD-0010,SUP-10,WH-05,2022-05-07,2022-06-01,2022-06-01,89,193.16,17191.24,0,True,2
SHP-000659,PROD-0010,SUP-10,WH-05,2022-05-28,2022-06-26,2022-06-26,173,193.16,33416.68,0,True,5
SHP-000660,PROD-0010,SUP-10,WH-05,2022-06-18,2022-07-08,2022-07-08,249,193.16,48096.84,0,True,7
SHP-000661,PROD-0010,SUP-10,WH-05,2022-07-09,2022-08-02,2022-08-02,219,193.16,42302.04,0,True,6
SHP-000662,PROD-0010,SUP-10,WH-05,2022-07-30,2022-08-30,2022-08-30,121,193.16,23372.36,0,True,3
SHP-000663,PROD-0010,SUP-10,WH-05,2022-08-20,2022-09-13,2022-09-26,420,193.16,81127.2,13,False,12
SHP-000664,PROD-0010,SUP-10,WH-05,2022-09-10,2022-10-02,2022-10-02,227,193.16,43847.32,0,True,6
SHP-000665,PROD-0010,SUP-10,WH-05,2022-10-01,2022-10-14,2022-10-14,168,193.16,32450.88,0,True,4
SHP-000666,PROD-0010,SUP-10,WH-05,2022-10-22,2022-10-27,2022-10-27,359,193.16,69344.44,0,True,10
SHP-000667,PROD-0010,SUP-10,WH-05,2022-11-12,2022-12-18,2022-12-18,354,193.16,68378.64,0,True,10
SHP-000668,PROD-0010,SUP-10,WH-05,2022-12-03,2022-12-25,2023-01-01,217,193.16,41915.72,7,False,6
SHP-000669,PROD-0010,SUP-10,WH-05,2022-12-24,2023-02-03,2023-02-03,451,193.16,87115.16,0,True,13
SHP-000670,PROD-0010,SUP-10,WH-05,2023-01-14,2023-02-09,2023-02-09,232,193.16,44813.12,0,True,6
SHP-000671,PROD-0010,SUP-10,WH-05,2023-02-04,2023-02-21,2023-03-02,271,193.16,52346.36,9,False,7
SHP-000672,PROD-0010,SUP-10,WH-05,2023-02-25,2023-03-17,2023-03-17,388,193.16,74946.08,0,True,11
SHP-000673,PROD-0010,SUP-10,WH-05,2023-03-18,2023-04-21,2023-04-21,366,193.16,70696.56,0,True,10
SHP-000674,PROD-0010,SUP-10,WH-05,2023-04-08,2023-05-11,2023-05-11,415,193.16,80161.4,0,True,12
SHP-000675,PROD-0010,SUP-10,WH-05,2023-04-29,2023-05-28,2023-05-28,128,193.16,24724.48,0,True,3
SHP-000676,PROD-0010,SUP-10,WH-05,2023-05-20,2023-05-29,2023-05-29,374,193.16,72241.84,0,True,11
SHP-000677,PROD-0010,SUP-10,WH-05,2023-06-10,2023-06-19,2023-06-19,212,193.16,40949.92,0,True,6
SHP-000678,PROD-0010,SUP-10,WH-05,2023-07-01,2023-08-02,2023-08-02,52,193.16,10044.32,0,True,1
SHP-000679,PROD-0010,SUP-10,WH-05,2023-07-22,2023-08-17,2023-08-17,439,193.16,84797.24,0,True,12
SHP-000680,PROD-0010,SUP-10,WH-05,2023-08-12,2023-09-15,2023-09-15,94,193.16,18157.04,0,True,2
SHP-000681,PROD-0010,SUP-10,WH-05,2023-09-02,2023-09-23,2023-09-23,335,193.16,64708.6,0,True,9
SHP-000682,PROD-0010,SUP-10,WH-05,2023-09-23,2023-10-07,2023-10-07,102,193.16,19702.32,0,True,3
SHP-000683,PROD-0010,SUP-10,WH-05,2023-10-14,2023-11-07,2023-11-07,333,193.16,64322.28,0,True,9
SHP-000684,PROD-0010,SUP-10,WH-05,2023-11-04,2023-11-29,2023-11-29,451,193.16,87115.16,0,True,13
SHP-000685,PROD-0010,SUP-10,WH-05,2023-11-25,2023-12-10,2023-12-10,56,193.16,10816.96,0,True,1
SHP-000686,PROD-0010,SUP-10,WH-05,2023-12-16,2023-12-28,2023-12-28,448,193.16,86535.68,0,True,13
SHP-000687,PROD-0010,SUP-10,WH-05,2024-01-06,2024-02-02,2024-02-02,336,193.16,64901.76,0,True,9
SHP-000688,PROD-0010,SUP-10,WH-05,2024-01-27,2024-02-11,2024-02-11,136,193.16,26269.76,0,True,4
SHP-000689,PROD-0010,SUP-10,WH-05,2024-02-17,2024-03-26,2024-03-26,121,193.16,23372.36,0,True,3
SHP-000690,PROD-0010,SUP-10,WH-05,2024-03-09,2024-04-13,2024-04-13,302,193.16,58334.32,0,True,8
SHP-000691,PROD-0010,SUP-10,WH-05,2024-03-30,2024-04-27,2024-04-27,272,193.16,52539.52,0,True,8
SHP-000692,PROD-0010,SUP-10,WH-05,2024-04-20,2024-05-25,2024-05-25,297,193.16,57368.52,0,True,8
SHP-000693,PROD-0010,SUP-10,WH-05,2024-05-11,2024-06-06,2024-06-06,178,193.16,34382.48,0,True,5
SHP-000694,PROD-0010,SUP-10,WH-05,2024-06-01,2024-06-21,2024-06-21,303,193.16,58527.48,0,True,8
SHP-000695,PROD-0010,SUP-10,WH-05,2024-06-22,2024-07-26,2024-07-26,284,193.16,54857.44,0,True,8
SHP-000696,PROD-0010,SUP-10,WH-05,2024-07-13,2024-08-08,2024-08-08,53,193.16,10237.48,0,True,1
SHP-000697,PROD-0010,SUP-10,WH-05,2024-08-03,2024-08-21,2024-08-21,367,193.16,70889.72,0,True,10
SHP-000698,PROD-0010,SUP-10,WH-05,2024-08-24,2024-09-06,2024-09-06,218,193.16,42108.88,0,True,6
SHP-000699,PROD-0010,SUP-10,WH-05,2024-09-14,2024-09-30,2024-09-30,467,193.16,90205.72,0,True,13
SHP-000700,PROD-0010,SUP-10,WH-05,2024-10-05,2024-11-05,2024-11-05,354,193.16,68378.64,0,True,10
SHP-000701,PROD-0010,SUP-10,WH-05,2024-10-26,2024-11-16,2024-11-16,358,193.16,69151.28,0,True,10
SHP-000702,PROD-0010,SUP-10,WH-05,2024-11-16,2024-12-22,2024-12-22,210,193.16,40563.6,0,True,6
SHP-000703,PROD-0010,SUP-10,WH-05,2024-12-07,2025-01-03,2025-01-06,213,193.16,41143.08,3,False,6
SHP-000704,PROD-0010,SUP-10,WH-05,2024-12-28,2025-01-25,2025-01-25,374,193.16,72241.84,0,True,11
SHP-000705,PROD-0011,SUP-11,WH-01,2022-01-01,2022-02-09,2022-02-09,216,137.15,29624.4,0,True,8
SHP-000706,PROD-0011,SUP-11,WH-01,2022-01-18,2022-02-27,2022-02-27,452,137.15,61991.8,0,True,18
SHP-000707,PROD-0011,SUP-11,WH-01,2022-02-04,2022-03-10,2022-03-10,338,137.15,46356.7,0,True,13
SHP-000708,PROD-0011,SUP-11,WH-01,2022-02-21,2022-03-31,2022-03-31,329,137.15,45122.35,0,True,13
SHP-000709,PROD-0011,SUP-11,WH-01,2022-03-10,2022-04-18,2022-04-18,331,137.15,45396.65,0,True,13
SHP-000710,PROD-0011,SUP-11,WH-01,2022-03-27,2022-05-08,2022-05-09,286,137.15,39224.9,1,False,11
SHP-000711,PROD-0011,SUP-11,WH-01,2022-04-13,2022-06-09,2022-06-09,458,137.15,62814.7,0,True,18
SHP-000712,PROD-0011,SUP-11,WH-01,2022-04-30,2022-06-09,2022-06-09,85,137.15,11657.75,0,True,3
SHP-000713,PROD-0011,SUP-11,WH-01,2022-05-17,2022-07-09,2022-07-09,457,137.15,62677.55,0,True,18
SHP-000714,PROD-0011,SUP-11,WH-01,2022-06-03,2022-07-09,2022-07-09,121,137.15,16595.15,0,True,4
SHP-000715,PROD-0011,SUP-11,WH-01,2022-06-20,2022-07-30,2022-07-30,179,137.15,24549.85,0,True,7
SHP-000716,PROD-0011,SUP-11,WH-01,2022-07-07,2022-08-21,2022-08-21,266,137.15,36481.9,0,True,10
SHP-000717,PROD-0011,SUP-11,WH-01,2022-07-24,2022-09-12,2022-09-12,279,137.15,38264.85,0,True,11
SHP-000718,PROD-0011,SUP-11,WH-01,2022-08-10,2022-09-23,2022-09-23,255,137.15,34973.25,0,True,10
SHP-000719,PROD-0011,SUP-11,WH-01,2022-08-27,2022-10-08,2022-10-08,495,137.15,67889.25,0,True,20
SHP-000720,PROD-0011,SUP-11,WH-01,2022-09-13,2022-11-01,2022-11-01,68,137.15,9326.2,0,True,2
SHP-000721,PROD-0011,SUP-11,WH-01,2022-09-30,2022-11-14,2022-11-27,409,137.15,56094.35,13,False,16
SHP-000722,PROD-0011,SUP-11,WH-01,2022-10-17,2022-11-19,2022-11-19,376,137.15,51568.4,0,True,15
SHP-000723,PROD-0011,SUP-11,WH-01,2022-11-03,2022-12-27,2022-12-27,177,137.15,24275.55,0,True,7
SHP-000724,PROD-0011,SUP-11,WH-01,2022-11-20,2023-01-05,2023-01-05,135,137.15,18515.25,0,True,5
SHP-000725,PROD-0011,SUP-11,WH-01,2022-12-07,2023-01-21,2023-01-21,338,137.15,46356.7,0,True,13
SHP-000726,PROD-0011,SUP-11,WH-01,2022-12-24,2023-02-07,2023-02-07,254,137.15,34836.1,0,True,10
SHP-000727,PROD-0011,SUP-11,WH-01,2023-01-10,2023-02-13,2023-02-13,457,137.15,62677.55,0,True,18
SHP-000728,PROD-0011,SUP-11,WH-01,2023-01-27,2023-03-01,2023-03-01,100,137.15,13715.0,0,True,4
SHP-000729,PROD-0011,SUP-11,WH-01,2023-02-13,2023-04-10,2023-04-10,432,137.15,59248.8,0,True,17
SHP-000730,PROD-0011,SUP-11,WH-01,2023-03-02,2023-04-12,2023-04-12,402,137.15,55134.3,0,True,16
SHP-000731,PROD-0011,SUP-11,WH-01,2023-03-19,2023-05-01,2023-05-01,241,137.15,33053.15,0,True,9
SHP-000732,PROD-0011,SUP-11,WH-01,2023-04-05,2023-05-16,2023-05-16,397,137.15,54448.55,0,True,16
SHP-000733,PROD-0011,SUP-11,WH-01,2023-04-22,2023-06-06,2023-06-06,127,137.15,17418.05,0,True,5
SHP-000734,PROD-0011,SUP-11,WH-01,2023-05-09,2023-06-17,2023-06-23,297,137.15,40733.55,6,False,12
SHP-000735,PROD-0011,SUP-11,WH-01,2023-05-26,2023-07-06,2023-07-06,93,137.15,12754.95,0,True,3
SHP-000736,PROD-0011,SUP-11,WH-01,2023-06-12,2023-07-24,2023-07-24,423,137.15,58014.45,0,True,17
SHP-000737,PROD-0011,SUP-11,WH-01,2023-06-29,2023-08-15,2023-08-15,225,137.15,30858.75,0,True,9
SHP-000738,PROD-0011,SUP-11,WH-01,2023-07-16,2023-09-02,2023-09-02,316,137.15,43339.4,0,True,13
SHP-000739,PROD-0011,SUP-11,WH-01,2023-08-02,2023-09-14,2023-09-14,99,137.15,13577.85,0,True,4
SHP-000740,PROD-0011,SUP-11,WH-01,2023-08-19,2023-09-19,2023-09-19,281,137.15,38539.15,0,True,11
SHP-000741,PROD-0011,SUP-11,WH-01,2023-09-05,2023-10-25,2023-10-25,72,137.15,9874.8,0,True,2
SHP-000742,PROD-0011,SUP-11,WH-01,2023-09-22,2023-11-09,2023-11-09,61,137.15,8366.15,0,True,2
SHP-000743,PROD-0011,SUP-11,WH-01,2023-10-09,2023-11-12,2023-11-12,105,137.15,14400.75,0,True,4
SHP-000744,PROD-0011,SUP-11,WH-01,2023-10-26,2023-12-08,2023-12-08,429,137.15,58837.35,0,True,17
SHP-000745,PROD-0011,SUP-11,WH-01,2023-11-12,2023-12-23,2023-12-23,332,137.15,45533.8,0,True,13
SHP-000746,PROD-0011,SUP-11,WH-01,2023-11-29,2024-01-19,2024-01-19,268,137.15,36756.2,0,True,11
SHP-000747,PROD-0011,SUP-11,WH-01,2023-12-16,2024-02-02,2024-02-02,257,137.15,35247.55,0,True,10
SHP-000748,PROD-0011,SUP-11,WH-01,2024-01-02,2024-02-06,2024-02-06,377,137.15,51705.55,0,True,15
SHP-000749,PROD-0011,SUP-11,WH-01,2024-01-19,2024-03-17,2024-03-17,64,137.15,8777.6,0,True,2
SHP-000750,PROD-0011,SUP-11,WH-01,2024-02-05,2024-03-19,2024-03-19,151,137.15,20709.65,0,True,6
SHP-000751,PROD-0011,SUP-11,WH-01,2024-02-22,2024-04-11,2024-04-11,249,137.15,34150.35,0,True,10
SHP-000752,PROD-0011,SUP-11,WH-01,2024-03-10,2024-04-21,2024-04-21,155,137.15,21258.25,0,True,6
SHP-000753,PROD-0011,SUP-11,WH-01,2024-03-27,2024-05-04,2024-05-04,464,137.15,63637.6,0,True,19
SHP-000754,PROD-0011,SUP-11,WH-01,2024-04-13,2024-05-23,2024-05-23,102,137.15,13989.3,0,True,4
SHP-000755,PROD-0011,SUP-11,WH-01,2024-04-30,2024-05-31,2024-05-31,145,137.15,19886.75,0,True,5
SHP-000756,PROD-0011,SUP-11,WH-01,2024-05-17,2024-06-16,2024-06-16,284,137.15,38950.6,0,True,11
SHP-000757,PROD-0011,SUP-11,WH-01,2024-06-03,2024-07-15,2024-07-15,491,137.15,67340.65,0,True,20
SHP-000758,PROD-0011,SUP-11,WH-01,2024-06-20,2024-07-29,2024-07-29,377,137.15,51705.55,0,True,15
SHP-000759,PROD-0011,SUP-11,WH-01,2024-07-07,2024-08-17,2024-08-17,362,137.15,49648.3,0,True,14
SHP-000760,PROD-0011,SUP-11,WH-01,2024-07-24,2024-08-30,2024-08-30,228,137.15,31270.2,0,True,9
SHP-000761,PROD-0011,SUP-11,WH-01,2024-08-10,2024-10-08,2024-10-08,366,137.15,50196.9,0,True,15
SHP-000762,PROD-0011,SUP-11,WH-01,2024-08-27,2024-10-12,2024-10-12,411,137.15,56368.65,0,True,16
SHP-000763,PROD-0011,SUP-11,WH-01,2024-09-13,2024-10-27,2024-10-27,364,137.15,49922.6,0,True,14
SHP-000764,PROD-0011,SUP-11,WH-01,2024-09-30,2024-11-22,2024-11-22,118,137.15,16183.7,0,True,4
SHP-000765,PROD-0011,SUP-11,WH-01,2024-10-17,2024-12-15,2024-12-15,206,137.15,28252.9,0,True,8
SHP-000766,PROD-0011,SUP-11,WH-01,2024-11-03,2024-12-07,2024-12-07,405,137.15,55545.75,0,True,16
SHP-000767,PROD-0011,SUP-11,WH-01,2024-11-20,2025-01-05,2025-01-05,264,137.15,36207.6,0,True,10
SHP-000768,PROD-0011,SUP-11,WH-01,2024-12-07,2025-01-17,2025-01-17,246,137.15,33738.9,0,True,10
SHP-000769,PROD-0011,SUP-11,WH-01,2024-12-24,2025-02-10,2025-02-10,375,137.15,51431.25,0,True,15
SHP-000770,PROD-0012,SUP-12,WH-02,2022-01-01,2022-01-18,2022-01-30,138,233.82,32267.16,12,False,20
SHP-000771,PROD-0012,SUP-12,WH-02,2022-01-19,2022-01-28,2022-01-28,197,233.82,46062.54,0,True,28
SHP-000772,PROD-0012,SUP-12,WH-02,2022-02-06,2022-03-01,2022-03-01,481,233.82,112467.42,0,True,70
